details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/itminaan-biryani-dum-pukht-sanpada-vashi-mumbai-313674,Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.8•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-chef-mahalakshmi-complex-vashi-mumbai-41948,The Chef,"Biryani, Chinese, North Indian",3.9•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shubhalaxmi-pure-veg-restaurant-vashi-mumbai-378198,Shubhalaxmi  pure veg Restaurant,"Punjabi, Biryani, Chinese",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/eggalanche-rise-of-the-eggs-vashi-mumbai-245781,Eggalanche - Rise Of The Eggs,"American, Desserts, Beverages, Biryani, Snacks, Salads, Ice Cream, Continental, ...",4.1•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/great-indian-khichdi-vashi-mumbai-257753,Great Indian Khichdi,"Indian, Home Food, Healthy Food, Snacks",4.2•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/ganesha-jumbo-idli-vashi-mumbai-190975,Ganesha Jumbo idli,South Indian,4.4•-- MINS•₹100 FOR TWO,VASHI
https://www.swiggy.com/restaurants/appa-food-centre-vashi-mumbai-243481,Appa Food Centre,"Snacks, South Indian, Thalis",--•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/chilli-spices-vashi-mumbai-143749,Chilli Spices,Chinese,3.6•-- MINS•₹550 FOR TWO,VASHI
https://www.swiggy.com/restaurants/jashn-e-biryani-vashi-mumbai-348764,Jashn E Biryani,"Biryani, Indian",4.0•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/south-eats-vashi-mumbai-367186,South Eats,"South Indian, Maharashtrian, Fast Food, Beverages",4.0•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hotel-koko-vashi-mumbai-326857,HOTEL KOKO,"North Indian, Seafood",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/a-one-kolkota-roll-koper-khairne-vashi-mumbai-153301,A One Kolkota Roll,Fast Food,3.8•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/god-s-own-kitchen-100-veg-food-vashi-mumbai-293864,God s Own Kitchen - 100% Veg Food,"Indian, Beverages, Punjabi, Street Food, Snacks, Desserts, Home Food, Chinese, I...",3.8•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cake-boutique-vashi-mumbai-311383,Cake Boutique,Desserts,4.0•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/leancrust-pizza-ghansoli-vashi-mumbai-313565,LeanCrust Pizza,"Pizzas, Italian",3.3•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/food-box-mahalakshmi-complex-vashi-mumbai-41945,Food Box,"Combo, North Indian, Mughlai",4.4•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-naaz-kitchen-mahalakshmi-complex-vashi-mumbai-41944,The Naaz Kitchen,"Biryani, Mughlai, Chinese, North Indian",4.2•-- MINS•₹550 FOR TWO,VASHI
https://www.swiggy.com/restaurants/mayur-hotel-koparkhairane-kopar-khairane-vashi-mumbai-40734,Mayur Hotel Koparkhairane,"Tandoor, Seafood, North Indian, Chinese",4.4•-- MINS•₹450 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-kitchen-vashi-mumbai-361511,THE KITCHEN,"Healthy Food, Salads",--•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/contigo-vashi-mumbai-143751,Contigo,"Continental, North Indian, Chinese",4.4•-- MINS•₹700 FOR TWO,VASHI
https://www.swiggy.com/restaurants/agent-jacks-vashi-mumbai-332063,Agent Jack's,"North Indian, Chinese, Continental",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/chaayos-meri-wali-chai-chaayos-inorbit-mall-vashi-mumbai-84677,Chaayos Meri Wali Chai,"Bakery, Beverages, Cafe, Chaat, Desserts, Fast Food, Home Food, Italian, Maharas...",4.3•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shanti-lunch-hom-vashi-mumbai-301460,SHANTI LUNCH HOM,"Indian, Chinese, Tandoor",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/honey-chinese-corner-vashi-mumbai-382435,HONEY CHINESE CORNER,"Chinese, Fast Food",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/love-and-cheesecake-vashi-mumbai-331091,Love & Cheesecake,"Bakery, Desserts, Snacks",4.4•-- MINS•₹900 FOR TWO,VASHI
https://www.swiggy.com/restaurants/step-in-baba-posha-patil-marg-vashi-mumbai-232687,Step In,"Fast Food, Snacks",--•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/box8-desi-meals-ghansoli-vashi-mumbai-289375,BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Combo, Snacks",4.1•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shree-chaines-and-desi-vashi-mumbai-300013,Shree Chaines And Desi,"Chinese, Indian",3.7•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/vj-kitchen-and-bar-by-vishwa-jyot-vashi-mumbai-302513,VJ Kitchen & Bar - By Vishwa Jyot,"Seafood, Indian, Chinese, Pan-Asian",4.5•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shree-canteen-vashi-mumbai-307090,SHREE CANTEEN,Chinese,3.7•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/food-destination-sector-9-near-balaji-multiplex-vashi-mumbai-40720,Food Destination,"Indian, Chinese",--•-- MINS•₹650 FOR TWO,VASHI
https://www.swiggy.com/restaurants/combo-10-ghansoli-navi-vashi-mumbai-334107,Combo 10,"North Indian, Chinese",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cafe-vihar-regenza-by-tunga-vashi-mumbai-293992,Cafe Vihar - Regenza By Tunga,"Indian, South Indian",4.4•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/sai-prasad-chinese-vashi-mumbai-375937,Sai Prasad Chinese,"Chinese, Punjabi",--•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/masala-street-ghansoli-navi-vashi-mumbai-334108,Masala Street,"North Indian, Punjabi, Tandoor, Biryani, Mughlai",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-burger-house-vashi-mumbai-127364,The Burger House,Fast Food,4.1•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/oriental-majik-ghansoli-navi-vashi-mumbai-334105,Oriental Majik,Chinese,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/snacks-factory-vashi-mumbai-372788,Snacks Factory,"Fast Food, South Indian",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/singh-grill-chaap-vashi-mumbai-359327,Singh Grill Chaap,"Indian, Biryani, North Indian",3.5•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/lsd-love-sugar-and-dough-welfare-chambers-vashi-mumbai-26657,LSD - Love Sugar & Dough,"Desserts, Bakery",3.7•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hotel-sai-krishna-vashi-mumbai-372427,HOTEL SAI KRISHNA,"South Indian, Chinese, Punjabi, Desserts, Combo",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-house-of-misal-vashi-mumbai-340900,THE HOUSE OF MISAL,Snacks,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/zaika-hotel-vashi-mumbai-311345,ZAIKA HOTEL,"Indian, Chinese",3.6•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/pink-panther-ghansoli-navi-vashi-mumbai-334110,Pink Panther,Chinese,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/dial-a-biryani-ghansoli-navi-vashi-mumbai-334111,Dial a Biryani,Biryani,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/kolkata-kathi-rolls-koperkhairane-sector-16-vashi-mumbai-143765,Kolkata Kathi Rolls,"Biryani, Bengali, Fast Food",3.8•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/subway-sector-28-vashi-mumbai-25563,Subway,"Fast Food, Salads, Snacks, Desserts, Beverages",4.1•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/fusion-express-sector-8-sanpada-vashi-mumbai-88822,Fusion Express,"Indian, Chinese, Kebabs, Thai",--•-- MINS•₹700 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shakezone-sector-01-koparkhairane-vashi-mumbai-175233,ShakeZone,"Desserts, Ice Cream, Beverages",--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shegdi-the-corner-sanpada-vashi-mumbai-321042,SHEGDI @ THE CORNER,Indian,3.8•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/homemade-biryani-vashi-mumbai-370355,HOMEMADE BIRYANI,Biryani,--•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/green-chilli-restaurant-vashi-mumbai-350647,GREEN CHILLI RESTAURANT,"Chinese, Indian",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/myfroyoland-frozen-yogurt-vashi-mumbai-324536,Myfroyoland Frozen Yogurt,"Desserts, Ice Cream",4.7•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cakes-and-me-sanpada-turbhe-zone-vashi-mumbai-153565,Cakes & Me,Bakery,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/magos-kitchen-vashi-mumbai-303736,Mago's Kitchen,"Chinese, North Indian",--•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/dairy-don-welfare-chambers-vashi-mumbai-26664,Dairy Don,"Ice Cream, Desserts",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/nashta-express-palm-beach-road-vashi-mumbai-315720,Nashta Express,"Home Food, Indian",3.9•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/acharyas-south-snacks-vashi-mumbai-383665,Acharyas South Snacks,South Indian,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/bikaner-sweets-vashi-mumbai-384870,BIkaner Sweets,"Sweets, Snacks",--•-- MINS•₹99 FOR TWO,VASHI
https://www.swiggy.com/restaurants/nine-nine-99-india-ka-khana-vashi-mumbai-309041,NINE NINE @99 - India Ka Khana,"Indian, North Indian, Street Food, Snacks, Fast Food, Home Food, Beverages, Dess...",4.3•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/manmohan-restaurant-pure-veg-vashi-mumbai-190841,Manmohan Restaurant Pure Veg,"Chinese, Indian",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/alibaba-multicuisine-restaurant-vashi-mumbai-369018,Alibaba Multicuisine Restaurant,"Chinese, Indian, Mughlai",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/asian-kitchen-four-points-by-sheraton-vashi-mumbai-303861,"Asian Kitchen, Four Points by Sheraton ","North Indian, Italian, Asian, Desserts",--•-- MINS•₹1000 FOR TWO,VASHI
https://www.swiggy.com/restaurants/sandeep-restaurant-and-bar-vashi-mumbai-52769,Sandeep Restaurant & Bar,"Indian, Chinese",4.4•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/house-of-lords-vashi-mumbai-244128,House Of Lords,Indian,--•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/tirupati-dosa-sector-19c-vashi-mumbai-49995,Tirupati Dosa,"South Indian, Beverages",4.3•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/al-noor-shawarma-vashi-mumbai-260852,Al Noor Shawarma,"Arabian, Kebabs, Lebanese, Fast Food",--•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hungry-anna-vashi-mumbai-290780,HUNGRY  ANNA,South Indian,4.5•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/food-magic-vashi-mumbai-128390,Food Magic,"Chinese, Snacks, Beverages, Fast Food",4.1•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/nandini-juice-n-food-corner-vashi-mumbai-314962,NANDINI JUICE N FOOD CORNER,Indian,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/naans-n-noodles-turbhe-midc-vashi-mumbai-128394,Naans N Noodles,Chinese,--•-- MINS•₹800 FOR TWO,VASHI
https://www.swiggy.com/restaurants/sai-dev-family-restaurant-vashi-mumbai-333001,SAI DEV FAMILY RESTAURANT,"Indian, Chinese",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/gokool-veg-restaurant-sector-8-sanpada-vashi-mumbai-87998,Gokool Veg Restaurant,"Indian, Chinese",4.1•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/uncles-chinese-vashi-mumbai-247883,Uncles Chinese,"Chinese, Fast Food",3.4•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shan-e-punjab-sanpada-vashi-mumbai-34023,Shan - E - Punjab (Sanpada),"North Indian, Chinese, Mughlai, Thai",3.8•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/italian-house-raghuleela-mall-vashi-mumbai-23000,Italian House,Italian,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/tibbs-frankie-vashi-mumbai-357298,Tibb's Frankie,Fast Food,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/combo-jumbo-vashi-mumbai-233223,Combo Jumbo,"Fast Food, Indian, Italian",--•-- MINS•₹700 FOR TWO,VASHI
https://www.swiggy.com/restaurants/meraki-sector-13-vashi-mumbai-21060,Meraki,Chinese,4.1•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/titan-family-restaurant-vashi-mumbai-383218,Titan Family Restaurant,"Indian, Chinese, Continental",--•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/mini-chinese-corner-vashi-mumbai-342061,Mini Chinese corner,"Chinese, Indian",3.7•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/evergreen-foods-pawne-vashi-mumbai-104075,Evergreen Foods,Indian,--•-- MINS•₹100 FOR TWO,VASHI
https://www.swiggy.com/restaurants/royal-caterers-sector-5-sanpada-navi-vashi-mumbai-246312,Royal caterers,Indian,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/pizza-caprina-vashi-mumbai-247887,Pizza caprina,"Pizzas, Fast Food, American",3.7•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/temptation-vashi-mumbai-110856,Temptation,"Indian, Chinese",3.6•-- MINS•₹700 FOR TWO,VASHI
https://www.swiggy.com/restaurants/mumbai-chaat-ghansoli-navi-vashi-mumbai-333473,Mumbai chaat,Fast Food,3.8•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cafe-arabian-nights-vashi-mumbai-334563,Cafe Arabian Nights.,"Middle Eastern, Oriental, Indian",4.8•-- MINS•₹800 FOR TWO,VASHI
https://www.swiggy.com/restaurants/gianis-vashi-mumbai-359487,GIANI'S,Ice Cream,4.3•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/bhojanam-ghansoli-navi-vashi-mumbai-333475,Bhojanam,Indian,4.0•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-roof-top-yogi-executive-vashi-mumbai-22281,The Roof Top - Yogi Executive,"North Indian, Chinese, Continental",--•-- MINS•₹1500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/kaapi-n-more-ghansoli-navi-vashi-mumbai-333474,Kaapi n More,South Indian,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/bake-and-brew-ghansoli-vashi-mumbai-52663,Bake & Brew,"Bakery, Desserts, Cafe",--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/pataudi-darbar-vashi-mumbai-322108,PATAUDI DARBAR,"Mughlai, Biryani, North Indian, Desserts, Tandoor, Kebabs",4.0•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/bangalore-iyengar-bakery-sanpada-navi-vashi-mumbai-347507,Bangalore Iyengar Bakery,"Desserts, Bakery",4.4•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/surbhi-malvani-vashi-mumbai-322589,Surbhi Malvani,"Malwani, North Indian, Seafood",--•-- MINS•₹1200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/e-kitchen-flags-vashi-mumbai-345565,E-Kitchen Flags,"Chinese, North Indian, Pan-Asian",3.8•-- MINS•₹450 FOR TWO,VASHI
https://www.swiggy.com/restaurants/khaasiyat-foods-vashi-mumbai-292616,KHAASIYAT FOODS,Indian,--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/kokan-kinara-kopar-khairane-vashi-mumbai-54726,Kokan Kinara,"Indian, Chinese",--•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-sector-12-vashi-mumbai-375612,Gourmet Ice Cream Cakes by Baskin Robbins,"Ice Cream, Desserts",--•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/queens-sandwiches-vashi-mumbai-302832,Queen's Sandwiches,"Fast Food, Beverages",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/new-maharashtra-apna-bazar-vashi-mumbai-28917,New Maharashtra,"Chinese, Maharashtrian, Malwani, North Indian, Seafood",4.1•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/sweet-castle-sector-28-vashi-mumbai-94069,Sweet Castle,"Desserts, Fast Food, Beverages, Cafe",4.3•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/santo-sandwich-and-snacks-corner-vashi-mumbai-374762,SANTO SANDWICH & SNACKS CORNER,"Fast Food, Snacks",--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hasivu-vashi-mumbai-344592,Hasivu,"Chinese, Thalis, Beverages",--•-- MINS•₹450 FOR TWO,VASHI
https://www.swiggy.com/restaurants/bake-ur-day-vashi-mumbai-260953,Bake Ur Day,"Desserts, Fast Food",3.5•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-juice-cafe-navi-vashi-mumbai-154747,The Juice Cafe,Beverages,--•-- MINS•₹150 FOR TWO,VASHI
https://www.swiggy.com/restaurants/chinese-adda-vashi-mumbai-222234,Chinese Adda,"Chinese, Tandoor , indian",--•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/vicious-circle-kitchen-and-bar-vashi-mumbai-22257,Vicious Circle Kitchen and Bar,"North Indian, Chinese",3.8•-- MINS•₹600 FOR TWO,VASHI
https://www.swiggy.com/restaurants/chinos-kitchen-and-bistro-vashi-mumbai-350673,Chino's Kitchen & Bistro,"Chinese, Indian, Biryani",--•-- MINS•₹459 FOR TWO,VASHI
https://www.swiggy.com/restaurants/pot-pourri-sector-30-vashi-mumbai-27705,Pot Pourri,"Italian, Mexican, Continental",4.6•-- MINS•₹1200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shalin-vashi-mumbai-52670,Shalin,"Tandoor, Biryani, Indian, Chinese",3.7•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/delhi-belly-vashi-mumbai-365923,Delhi Belly,"Chinese, Fast Food, Tibetan, Beverages, Salads",4.3•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/royal-cakes-and-fast-food-sanpada-vashi-mumbai-50131,Royal Cakes & Fast Food,Fast Food,4.1•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/caramel-bakery-and-patisserie-vashi-mumbai-365929,Caramel Bakery and Patisserie,"Bakery, Desserts",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/food-chowki-vashi-mumbai-84267,Food Chowki,"Chinese, Snacks, Tibetan",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/myofo-make-your-own-filling-omelette-vashi-mumbai-321226,MYOFO - Make Your Own Filling Omelette,Indian,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/3mw-my-maggi-my-way-vashi-mumbai-321227,3MW - My Maggi My Way,"Indian, Snacks",--•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/mosho-vashi-mumbai-321466,Mosho,Indian,3.7•-- MINS•₹450 FOR TWO,VASHI
https://www.swiggy.com/restaurants/food-storiezzz-vashi-mumbai-347735,Food storiezzz,"North Indian, Punjabi, Biryani, Chinese",3.7•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/vishwa-lunch-home-vaishnodevi-rd-vashi-mumbai-176883,Vishwa Lunch Home,South Indian,4.3•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/vijay-chinese-food-koparkhairane-vashi-mumbai-38605,Vijay Chinese Food,"Chinese, Indian",3.7•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/palak-kitchen-vashi-mumbai-321223,Palak kitchen,"North Indian, Chinese",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/happiness-is-chicken-vashi-mumbai-353715,happiness is CHICKEN,"Indian, American, Continental, European, Fast Food",--•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/mava-shahi-foods-vashi-mumbai-288135,Mava Shahi Foods,"Sweets, Snacks, Chaat",3.7•-- MINS•₹500 FOR TWO,VASHI
https://www.swiggy.com/restaurants/indian-sandwich-co-desi-sandwiches-reimagined-vashi-mumbai-293844,Indian Sandwich Co. -  desi sandwiches reimagined,"Indian, Snacks, Continental, Beverages, Desserts, Ice Cream, Street Food, Lebane...",--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/pop-chicks-crispy-chicken-popcorns-vashi-mumbai-293847,Pop Chicks - crispy chicken popcorns,"American, Continental, Snacks, Beverages, Ice Cream, Desserts, Lebanese, Mediter...",4.1•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shree-ganesh-lunch-home-vashi-mumbai-209030,Shree Ganesh Lunch Home,"Chinese, Indian, Maharashtrian",--•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/china-bite-sector-17-vashi-mumbai-21177,China Bite,Chinese,4.2•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/shubham-restaurant-kopar-khairane-vashi-mumbai-62366,Shubham Restaurant,"Indian, Chinese",--•-- MINS•₹550 FOR TWO,VASHI
https://www.swiggy.com/restaurants/noodle-zen-vashi-mumbai-257794,Noodle Zen,Chinese,3.9•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/indowok-vashi-mumbai-337804,IndoWok,"Chinese, Thai, Seafood, Singaporean",4.5•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/soy-street-sector-30-vashi-mumbai-27713,Soy Street,"Chinese, Asian",4.3•-- MINS•₹1200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hbc-health-budget-combo-vashi-mumbai-224526,HBC - Health Budget Combo,Indian,4.1•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/hotel-malabar-masala-vashi-mumbai-362663,HOTEL MALABAR MASALA,"Kerala, Thalis",--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/zippy-bowls-vashi-mumbai-322328,Zippy Bowls,"Biryani, Chinese, Combo, Desserts, North Indian, Pan-Asian",4.4•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cafe-creme-vashi-mumbai-35209,Cafe Creme,"Fast Food, Snacks, Beverages, Ice Cream",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/leaves-and-spices-vashi-mumbai-319013,Leaves and spices,Indian,--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/rasabali-vashi-mumbai-375994,RASABALI,"Indian, Thalis, Combo",4.2•-- MINS•₹280 FOR TWO,VASHI
https://www.swiggy.com/restaurants/fowl-paradise-vashi-mumbai-352519,FOWL PARADISE,"Biryani, Indian",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/three-brothers-kitchen-sanpada-vashi-mumbai-181866,Three Brothers Kitchen,Indian,4.0•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/lavangi-mirchi-vashi-mumbai-247556,LAVANGI MIRCHI,Indian,--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/f3-food-junction-vashi-mumbai-248889,F3 FOOD JUNCTION,Indian,--•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/nawabi-rasoi-vashi-mumbai-203733,Nawabi Rasoi,"Chinese, North Indian, Tandoor",4.0•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/fry-pan-khairane-midc-vashi-mumbai-255063,Fry pan,"Indian, Chinese, Seafood, Tandoor, Biryani",--•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/only-rolls-vashi-sector-2-vashi-mumbai-21821,Only Rolls - Vashi,Fast Food,4.1•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/royal-on-in-chinese-and-caterers-ghansoli-navi-vashi-mumbai-336950,Royal ON IN ( Chinese And Caterers),Chinese,--•-- MINS•₹350 FOR TWO,VASHI
https://www.swiggy.com/restaurants/cake-lovers-vashi-mumbai-261508,Cake Lovers,"Bakery, Desserts",--•-- MINS•₹400 FOR TWO,VASHI
https://www.swiggy.com/restaurants/the-mint-leaf-kitchen-ghansoli-ghansoli-vashi-mumbai-82662,The Mint Leaf Kitchen (Ghansoli),"Indian, Chinese, Continental, Italian",3.7•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/navratree-prasad-ghansoli-vashi-mumbai-82663,Navratree Prasad,"Indian, Chinese",3.9•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/kulsum-hotel-vashi-mumbai-193603,Kulsum Hotel,Indian,4.2•-- MINS•₹300 FOR TWO,VASHI
https://www.swiggy.com/restaurants/coastal-curry-vashi-mumbai-83870,Coastal Curry,"Indian, Chinese, Coastal",--•-- MINS•₹550 FOR TWO,VASHI
https://www.swiggy.com/restaurants/oriental-wings-vashi-mumbai-268140,Oriental Wings,"Chinese, Asian",4.3•-- MINS•₹200 FOR TWO,VASHI
https://www.swiggy.com/restaurants/paratha-chowk-vashi-mumbai-352889,Paratha Chowk,"North Indian, Beverages",--•-- MINS•₹250 FOR TWO,VASHI
https://www.swiggy.com/restaurants/insta-biryani-and-curry-vashi-mumbai-277081,Insta Biryani & Curry,Biryani,--•-- MINS•₹400 FOR TWO,VASHI
